rowid;name;force;level;mechanic;equipment;primaryMuscles;secondaryMuscles;instructions;category;images;id
785;Álló törölközővel végzett tricepsz nyújtás;push;beginner;isolation;saját testsúlyos;[6];[];"[Kezdésként álljon fel mindkét karjával teljesen kinyújtva a fej fölé, mindkét kezével tartva a törülköző egyik végét. A könyökének a padlóra merőlegesnek kell lennie, a tenyerének egymás felé nézve, míg a lábának vállszélességűnek kell lennie egymástól. Ez a kiindulási pozíció. „; „Most kommunikáljon partnerével, hogy megragadja a törülköző másik oldalát, hogy ellenállást gyakoroljon. Tartsa felkarját közel a fejéhez (könyök befelé) és merőlegesen a padlóra; engedje le az ellenállást félkör alakú mozdulattal a feje mögött, amíg az alkar nem érinti a bicepszét. Tipp: A felkaroknak álló helyzetben kell maradniuk, és csak az alkaroknak kell mozdulniuk. Lélegezzen be, miközben végrehajtja ezt a lépést. „; „Menjen vissza a kiindulási helyzetbe úgy, hogy a tricepsz segítségével emelje fel a törülközőt. Lélegezzen ki, miközben végrehajtja ezt a lépést. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Standing_Towel_Triceps_Extension/0.jpg""; ""Standing_Towel_Triceps_Extension/1.jpg""]";Standing_Towel_Triceps_Extension
786;Álló kétkezes fej fölötti dobás;pull;beginner;compound;medicinalabda ;[2];"[4; 8]";"[Álljon egymástól a lábbal vállszélességgel, és mindkét kezében egy gyógyszeres labdát tartva. Kezdetben: érje el a gyógyszeres golyót mélyen a feje mögött, miközben kissé meghajlítja a térdet és hátradőlsz. „; „Erőszakosan dobja előre a labdát; hajlítsa a csípőjét, és az egész testet használja a mozgás befejezéséhez. „; „A gyógyszeres labdát el lehet dobni egy partnernek vagy egy falra; visszautaszítva kapni.]";plyometrics;"[""Standing_Two-Arm_Overhead_Throw/0.jpg""; ""Standing_Two-Arm_Overhead_Throw/1.jpg""]";Standing_Two-Arm_Overhead_Throw
787;Csillagugrás;push;beginner;compound;saját testsúlyos;[1];"[10; 13; 5; 2]";"[Kezdje nyugodt helyzetben, a lábad vállszélességében, és tartsa a karját közel a testhez. „; „A mozgás elindításához; guggolj le félig, és robbanj fel a lehető legmagasabbra. Teljesen nyújtsa ki az egész testét; távol tartsa a lábát és a karját a testtől. „; „Ahogy leszállsz, hozd vissza a végtagjaidat, és nyeld el az ütközést a lábakon keresztül.]";plyometrics;"[""Star_Jump/0.jpg""; ""Star_Jump/1.jpg""]";Star_Jump
788;Lépésfel, térdemeléssel;push;beginner;compound;saját testsúlyos;[13];"[5; 1]";"[Álljon egy megfelelő magasságú doboz vagy pad felé, lábával együtt. Ez lesz a kiindulási pozíciód. „; „Kezdje a mozgást úgy, hogy felemelkedik; tegye bal lábát a pad tetejére. Nyújtsa ki az első láb csípőjét és térdét, hogy felálljon a dobozra. Ahogy bal lábával állsz a dobozon, hajlítsa meg a jobb térdét és a csípődet, és a térdét a lehető legmagasabbra tedd. „; „Fordítsa meg ezt a mozdulatot, és lépjenen le a dobozból; majd ismételje meg a sorozatot az ellenkező lábon.]";strength;"[""Step-up_with_Knee_Raise/0.jpg""; ""Step-up_with_Knee_Raise/1.jpg""]";Step-up_with_Knee_Raise
789;Step Mill gép (lépcsőfutó);;intermediate;;gép;[1];"[10; 13; 5]";"[Kezdéshez; lépjenen a léptetőmalomra, és válasszaa ki a kívánt lehetőséget a menüből. Választhat kézi beállítást; vagy kiválaszthat egy futtatni kívánt programot. Általában; megadhatja életkorát és súlyát az edzés során elégetett kalóriák mennyiségének becsléséhez. Legyen óvatos, hogy ne utazzon, miközben felmászik a lépcsőn. Javasoljuk, hogy tartsa fenn a fogantyúkat, hogy ne essen le. „; „A mosómalmok kényelmet nyújtanak; kardiovaszkuláris előnyöket nyújtanak; és általában kevésbé hatnak, mint a szabadban futás, miközben hasonló mennyiségű elégetett kalóriát kínálnak. Általában sokkal nehezebbek, mint más kardióberendezések. Egy 150 font ember általában több mint 300 kalóriát éget el 30 perc alatt; szemben a gyaloglás körülbelül 175 kalóriával.";cardio;"[""Step_Mill/0.jpg""; ""Step_Mill/1.jpg""]";Step_Mill
790;Merev lábú rúd felhúzás;pull;intermediate;compound;rúd;[5];"[13; 11]";"[Fogja meg a rudat egy kézi markolattal (tenyér lefelé néző). Szüksége lehet néhány csuklócsomagolásra, ha jelentős súlyt használ. „; „Álljon egyenesen a törzseddel és a lábaival, vállszélességgel vagy keskenyebb állással. A térdeket kissé meg kell hajlítani. Ez a kiindulási pozíciód. „; „A térdet álló helyzetben tartva; engedje le a súlyzót a lábad tetejére a csípőnél hajlítva, miközben a hátát egyenesen tartja. Haladjon előre, mintha valamit ki akarna venni a padlóról, amíg nem érzi a nyúlást a hamstringen. Lélegezzen be, miközben ezt a mozgást hajtja végre. „; „Kezdje el ismét egyenesen felemelni a törzset úgy, hogy kinyújtja a csípőjét, amíg vissza nem kerül a kiindulási helyzetbe. Lélegezzen ki, miközben ezt a mozgást hajtja végre. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Stiff-Legged_Barbell_Deadlift/0.jpg""; ""Stiff-Legged_Barbell_Deadlift/1.jpg""]";Stiff-Legged_Barbell_Deadlift
791;Merev lábú kézisúlyos felhúzás;pull;beginner;compound;kézisúlyzó;[5];"[13; 11]";"[Fogjon meg néhány súlyzót, amelyet oldalán tartva a karon keresztül tartja. „; „Álljon egyenesen a törzseddel és a lábaival, vállszélességgel vagy keskenyebb állással. A térdeket kissé meg kell hajlítani. Ez a kiindulási pozíciód. „; „A térdet álló helyzetben tartva; engedje le a súlyzókat a lábad tetejére úgy, hogy a derékot hajlítja, miközben a hátát egyenesen tartja. Haladjon előre, mintha valamit ki akarna venni a padlóról, amíg nem érzi a nyúlást a hamstringen. Lélegezzen ki, miközben ezt a mozgást hajtja végre”; „Kezdje el ismét egyenesen felemelni törzsét azáltal, hogy kinyújtja a csípőjét és a derékét, amíg vissza nem kerül a kiindulási helyzetbe. Lélegezzen be, miközben ezt a mozgást hajtja végre. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Stiff-Legged_Dumbbell_Deadlift/0.jpg""; ""Stiff-Legged_Dumbbell_Deadlift/1.jpg""]";Stiff-Legged_Dumbbell_Deadlift
792;Merev lábú rúd „Good Morning” gyakorlat;push;beginner;compound;rúd;[11];"[13; 5]";"[Ezt a gyakorlatot biztonsági okokból legjobban guggoló állványon belül lehet végrehajtani. Először; először állítsa be a rudat egy olyan állványra, amely a legjobban megfelel a magasságának. A megfelelő magasság kiválasztása és a rúd betöltése után lépjenen a rúd alá, és helyezze át a váll hátulját (kissé a nyak alá). „; „Tartsa a rudat mindkét oldalán mindkét karjával, és emelje le az állványról úgy, hogy először a lábával nyomja meg, és ugyanakkor kiegyenesíti a törzset. „; „Lépjen el az állványtól, és helyezze el a lábát vállszélességű közepes állással. Mindig tartsa fel a fejét, mivel a lefelé nézve kiegyensúlyozza az egyensúlyt, és egyenes hátát is fenntartja. Ez lesz a kiindulási pozíciód. „; „Állítva tartsa a lábát; mozgassa előre a törzsét úgy, hogy belélegzés közben hajlítsa a csípőjét. Engedje le a törzset, amíg párhuzamos nem lesz a padlóval. „; „Kezdje felemelni a rúdot kilégzéskor úgy, hogy a törzset visszaemeli a kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Stiff_Leg_Barbell_Good_Morning/0.jpg""; ""Stiff_Leg_Barbell_Good_Morning/1.jpg""]";Stiff_Leg_Barbell_Good_Morning
793;Has vákuum;static;beginner;isolation;saját testsúlyos;[3];[];"[Kezdetben; állj egyenesen, a lábad vállszélességében egymástól. Helyezze a kezét a csípőjére. Ez a kiindulási pozíció. „; „Most lassan lélegezzen be a lehető legtöbb levegőt, majd kezdjejen el minél többet lélegezni, miközben a gyomrot a lehető legtöbbet hozza be, és tartsa ezt a helyzetet. Próbálja meg elképzelni, hogy köldök megérinti a gerincét. „; „Egy izometrikus összehúzódás körülbelül 20 másodperc. A 20 másodperces tartás alatt próbáljon normálisan lélegezni. Ezután lélegezzen be, és vigye vissza a gyomrot a kiindulási helyzetbe. „; „Miután gyakorolta ezt a gyakorlatot, próbálja meg ezt a gyakorlatot 20 másodpercnél hosszabb ideig elvégezni. Tipp: Akár 40-60 másodpercig is dolgozhat. „; „Ismételje meg az ajánlott mennyiségű készletet.]";stretching;"[""Stomach_Vacuum/0.jpg""; ""Stomach_Vacuum/1.jpg""]";Stomach_Vacuum
794;Egyenes karú kézisúlyos pullover;pull;intermediate;compound;kézisúlyzó;[4];"[8; 2; 6]";"[Helyezzen egy sík padra álló súlyzót. „; „Gondoskodjon arról, hogy a súlyzó biztonságosan elhelyezve maradjon a pad tetején; feküdjönön merőlegesen a padra (a törzs rajta, mint a kereszt kialakításakor), csak a vállad feküdjönön a felületen. A csípőnek a pad alatt kell lennie, a lábaknak pedig szilárdan a padlón kell hajlítani. A fej is le fog kerülni a padról. „; „Fogja meg mindkét kezével a súlyzót, és karhosszban tartsa egyenesen a mellkasán. Mindkét tenyerét a súlyzó egyik oldalának alsó oldalához kell nyomnia. Ez lesz a kiindulási pozíciód. \nVigyázat: Mindig győződjön meg arról, hogy az ehhez a gyakorlathoz használt súlyzó biztonságos. A laza lemezekkel ellátott súlyzó használata azt eredményezheti, hogy a súlyzó szétesik és az arcára esik. „; „Miközben egyenesen tartja a karját; lassan engedje le a súlyt a feje mögötti ívben, miközben belélegzik, amíg a mellkason nyújtást nem érzi. „; „Ezen a ponton állítsa vissza a súlyzót a kiindulási helyzetbe azzal az ívvel, amelyen keresztül a súlyt leengedték, és lélegezzen ki a mozgás végrehajtása közben. „; „Tartsa a súlyt a kezdjeeti helyzetben egy másodpercig, és ismételje meg a mozgást az előírt számú ismétléshez.]";strength;"[""Straight-Arm_Dumbbell_Pullover/0.jpg""; ""Straight-Arm_Dumbbell_Pullover/1.jpg""]";Straight-Arm_Dumbbell_Pullover
795;Egyenes karú lehúzás;pull;beginner;isolation;kábel;[8];[];"[Kezdje azzal, hogy megragadja a széles sávot a lehúzható gép felső szíjtárcsájáról, és a vállszélességnél szélesebb pronált (tenyérrel lefelé) markolatot használ. Lépjen hátra két láb körül. „; „Hajlítsa előre a törzsét a deréknál körülbelül 30 fokkal, karjaival teljesen előtted nyújtva, és enyhén hajlítsa meg a könyökét. Ha a karjai nincsenek teljesen kinyújtva, akkor egy kicsit hátrafelé kell lépnie, amíg meg nem állnak. Miután a karja teljesen kinyújtott, és a törzse kissé meghajlott a deréknál; húzza meg a látokat, és akkor készen áll a kezdjeésre. „; „Miközben a karokat egyenesen tartja; húzza le a rudat a látok összehúzásával, amíg a kezed a comb oldalán nem lesz. Lélegezzen ki, miközben végrehajtja ezt a lépést. „; „Miközben a karokat egyenesen tartja; lélegzés közben menjen vissza a kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Straight-Arm_Pulldown/0.jpg""; ""Straight-Arm_Pulldown/1.jpg""]";Straight-Arm_Pulldown
796;Egyenes rúdos padközép evezés;pull;beginner;compound;rúd;[9];"[7; 8]";"[Helyezzen egy betöltött súlyzót a pad végére. A rúd mögötti padon állva; vegyen közepes; pronált markolatot. Álljon fel a csípőjével és a mellkasával felfelé; fenntartva a semleges gerincet. Ez lesz a kiindulási pozíciód. „; „Rögzítse a rudat a törzséhez úgy, hogy visszahúzza a lapokat és hajlítja a könyöket. Használjon ellenőrzött mozgást rángatás nélkül. „; „Rövid szünet után lassan tegye vissza a rudat a kiindulási helyzetbe, ügyelve arra, hogy egészen lefelé haladjon.]";strength;"[""Straight_Bar_Bench_Mid_Rows/0.jpg""; ""Straight_Bar_Bench_Mid_Rows/1.jpg""]";Straight_Bar_Bench_Mid_Rows
797;Egyenes karú emelés ferde padon;push;beginner;isolation;rúd;[2];[14];"[Helyezzen egy rudat a földre egy lejtős pad feje mögött. „; „Feküdj a padon arccal lefelé. Nyomott markolattal; vegye fel a súlyzót a padlóról; karját egyenesen tartva. Hagyja, hogy a rúd egyenesen lefelé lógjon. Ez lesz a kiindulási pozíciód. „; „Először emelje fel a súlyzót a feje elé, miközben kinyújtott karjait tartja. „; „Vissza a kiindulási helyzetbe.]";strength;"[""Straight_Raises_on_Incline_Bench/0.jpg""; ""Straight_Raises_on_Incline_Bench/1.jpg""]";Straight_Raises_on_Incline_Bench
798;Keresztbe ugró lépéshossz;push;beginner;compound;egyéb;[1];"[16; 15; 10; 5]";"[Álljon egy doboz oldalára, belső lábával a tetején; közel a széléhez. „; „Kezdje azzal, hogy felfelé lengeti a karokat, miközben áttolja a felső lábát; ugráljon felfelé a lehető legmagasabbra. Próbálja meg felfelé hajtani az ellenkező térdet. „; „Lépj le az ellenkező helyzetben, ahogyan elindítottál; a doboz másik oldalán. A láb, amely kezdjeetben a dobozon volt, most a földön lesz; az ellenkező lábbal most a dobozon. „; „Ismételje meg a mozgást; átkelje vissza a másik oldalra.]";plyometrics;"[""Stride_Jump_Crossover/0.jpg""; ""Stride_Jump_Crossover/1.jpg""]";Stride_Jump_Crossover
799;Szumó felhúzás;pull;intermediate;compound;rúd;[5];"[15; 12; 13; 11; 9; 1; 14]";"[Kezdje a földre betöltött rúddal. Közeledje meg a rudat úgy, hogy a rúd keresztezi a lábak közepét. A lábakat nagyon szélesre kell állítani; a gallérok közelében. Hajlítsa meg a csípőjét, hogy megragadja a rúdot. A karoknak közvetlenül a váll alatt kell lenniük; a lábak belsejében; és használhat pronált markolatot; vegyes markolatot vagy horogmarkolatot. Lazítsa meg a vállakat; ami valójában meghosszabbítja a karját. „; „Vegyél egy lélegzetet; majd engedje le a csípőjét; nézz előre a fejével felfelé a mellkasával. Hajtson át a padlón, szétszórva a lábadat; súlyával a lábad hátsó felére. Nyújtsa át a csípőn és a térdeken. „; „Ahogy a rúd áthalad a térdeken; hajoljon hátra, és hajtsa be a csípőt a rúdba; húzza össze a vállpengét. „; „Vigye vissza a súlyt a földre a csípőnél hajlítva, és lefelé irányítva a súlyt.]";powerlifting;"[""Sumo_Deadlift/0.jpg""; ""Sumo_Deadlift/1.jpg""]";Sumo_Deadlift
800;Szumó felhúzás gumiszalaggal;pull;intermediate;compound;rúd;[5];"[15; 12; 13; 11; 9; 1; 14]";"[Rövid sávokkal való holtfelvonás; egyszerűen húzza át őket a sávra, mielőtt elkezdjeené; és lépjenen be hozzájuk a beállításhoz. Győződjön meg róla, hogy a lábad hátsó fele alá kerüljenek; közvetlenül ott, ahol a padlóba vezetsz. „; „Kezdje a földre töltött rúddal. Közeledje meg a rudat úgy, hogy a rúd keresztezi a lábak közepét. A lábakat nagyon szélesre kell állítani; a gallérok közelében. Hajlítsa meg a csípőjét, hogy megragadja a rúdot. A karoknak közvetlenül a váll alatt kell lenniük; a lábak belsejében; és használhat pronált markolatot; vegyes markolatot vagy horogmarkolatot. „; „Vegyél egy lélegzetet; majd engedje le a csípőjét; nézz előre a fejével felfelé a mellkasával. Hajtson át a padlón, szétszórva a lábadat; súlyával a lábad hátsó felére. Nyújtsa át a csípőn és a térdeken. „; „Ahogy a rúd áthalad a térdeken; hajoljon hátra, és hajtsa be a csípőt a rúdba; húzza össze a vállpengét. „; „Vigye vissza a súlyt a földre a csípőnél hajlítva, és lefelé irányítva a súlyt.]";powerlifting;"[""Sumo_Deadlift_with_Bands/0.jpg""; ""Sumo_Deadlift_with_Bands/1.jpg""]";Sumo_Deadlift_with_Bands
801;Szumó felhúzás láncokkal;pull;intermediate;compound;rúd;[5];"[16; 15; 12; 13; 11; 9; 1; 14]";"[Rögzítheti a láncokat a rúd hüvelyéhez; vagy csak a közepét a rúd fölé terelheti, hogy felemelés közben nagyobb súlynövekedés érjen el. Próbálja meg távol tartani a láncok végeit a lemezektől, hogy ne üsse meg őket, amikor csökkenti a súlyt. „; „Kezdje a földre töltött rúddal. Közeledje meg a rudat úgy, hogy a rúd keresztezi a lábak közepét. A lábakat nagyon szélesre kell állítani; a gallérok közelében. Hajlítsa meg a csípőjét, hogy megragadja a rúdot. A karoknak közvetlenül a váll alatt kell lenniük; a lábak belsejében; és használhat pronált markolatot; vegyes markolatot vagy horogmarkolatot. Lazítsa meg a vállakat; ami valójában meghosszabbítja a karját. „; „Vegyél egy lélegzetet; majd engedje le a csípőjét; nézz előre a fejével felfelé a mellkasával. Hajtson át a padlón, szétszórva a lábadat; súlyával a lábad hátsó felére. Nyújtsa át a csípőn és a térdeken. „; „Ahogy a rúd áthalad a térdeken; hajoljon hátra, és hajtsa be a csípőt a rúdba; húzza össze a vállpengét. „; „Vigye vissza a súlyt a földre a csípőnél hajlítva, és lefelé irányítva a súlyt.]";powerlifting;"[""Sumo_Deadlift_with_Chains/0.jpg""; ""Sumo_Deadlift_with_Chains/1.jpg""]";Sumo_Deadlift_with_Chains
802;Superman gyakorlat;static;beginner;compound;saját testsúlyos;[11];"[13; 5]";"[Kezdetben; feküdjönön egyenesen és arccal lefelé a padlón vagy az edzőszőnyegre. A karjait teljesen ki kell nyújtani előtted. Ez a kiindulási pozíció. „; „Egyidejűleg emelje le a karját, a lábát és a mellkasát a padlóról, és tartsa ezt a összehúzódást 2 másodpercig. Tipp: Nyomja össze a hát alsó részét, hogy a legjobb eredményeket érje el ebből a gyakorlatból. Ne felejtse el kilélegezni a mozgás során. Megjegyzés: Ha a szerződéses pozíciót tartja; úgy kell kinéznie, mint a szuperman, amikor repül. „; „Lassan kezdjeje el leengedni a karjait; belélegzés közben a lábak és a mellkas vissza a kiindulási helyzetbe. „; „Ismételje meg a programban előírt ajánlott ismétlési mennyiséget.]";stretching;"[""Superman/0.jpg""; ""Superman/1.jpg""]";Superman
